concurso,data,numeros,numeros_str,arrecadacao,ganhadores_20,ganhadores_19,ganhadores_18,ganhadores_17,ganhadores_16,ganhadores_0,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20
737,2004-08-19,"[6, 12, 22, 25, 31, 47, 52, 56, 60, 62, 67, 68, 72, 73, 76, 85, 87, 89, 94, 98]",06-12-22-25-31-47-52-56-60-62-67-68-72-73-76-85-87-89-94-98,12371050,1,10,55,1073,6669,4,6,12,22,25,31,47,52,56,60,62,67,68,72,73,76,85,87,89,94,98
738,2004-08-22,"[2, 5, 10, 20, 22, 24, 27, 39, 40, 46, 60, 65, 67, 76, 80, 84, 85, 88, 89, 97]",02-05-10-20-22-24-27-39-40-46-60-65-67-76-80-84-85-88-89-97,12290666,0,9,296,673,5181,9,2,5,10,20,22,24,27,39,40,46,60,65,67,76,80,84,85,88,89,97
739,2004-08-24,"[11, 12, 20, 21, 25, 31, 43, 45, 49, 52, 55, 60, 71, 76, 77, 82, 85, 93, 96, 98]",11-12-20-21-25-31-43-45-49-52-55-60-71-76-77-82-85-93-96-98,19155066,3,24,73,1299,5802,5,11,12,20,21,25,31,43,45,49,52,55,60,71,76,77,82,85,93,96,98
740,2004-08-26,"[6, 12, 19, 28, 29, 31, 37, 42, 49, 62, 63, 64, 67, 69, 74, 79, 89, 92, 93, 99]",06-12-19-28-29-31-37-42-49-62-63-64-67-69-74-79-89-92-93-99,8399138,2,21,214,1978,14960,6,6,12,19,28,29,31,37,42,49,62,63,64,67,69,74,79,89,92,93,99
741,2004-08-28,"[5, 7, 16, 17, 20, 27, 28, 35, 44, 47, 52, 53, 59, 65, 66, 79, 89, 92, 94, 97]",05-07-16-17-20-27-28-35-44-47-52-53-59-65-66-79-89-92-94-97,16253926,1,38,137,785,14411,5,5,7,16,17,20,27,28,35,44,47,52,53,59,65,66,79,89,92,94,97
742,2004-08-31,"[8, 12, 17, 19, 23, 24, 28, 31, 32, 35, 42, 45, 49, 53, 60, 63, 64, 82, 90, 94]",08-12-17-19-23-24-28-31-32-35-42-45-49-53-60-63-64-82-90-94,10481154,2,18,92,969,13909,5,8,12,17,19,23,24,28,31,32,35,42,45,49,53,60,63,64,82,90,94
743,2004-09-02,"[0, 3, 9, 20, 21, 25, 38, 45, 47, 54, 55, 56, 60, 65, 69, 73, 85, 87, 91, 92]",00-03-09-20-21-25-38-45-47-54-55-56-60-65-69-73-85-87-91-92,16303670,3,8,278,1734,6230,7,0,3,9,20,21,25,38,45,47,54,55,56,60,65,69,73,85,87,91,92
744,2004-09-04,"[3, 4, 17, 18, 26, 33, 40, 41, 43, 48, 64, 67, 71, 74, 75, 77, 79, 84, 90, 99]",03-04-17-18-26-33-40-41-43-48-64-67-71-74-75-77-79-84-90-99,9464206,0,5,173,1931,8359,7,3,4,17,18,26,33,40,41,43,48,64,67,71,74,75,77,79,84,90,99
745,2004-09-07,"[10, 16, 21, 24, 27, 29, 30, 35, 41, 44, 53, 63, 67, 69, 70, 74, 79, 90, 92, 95]",10-16-21-24-27-29-30-35-41-44-53-63-67-69-70-74-79-90-92-95,8391528,0,44,96,1853,9604,6,10,16,21,24,27,29,30,35,41,44,53,63,67,69,70,74,79,90,92,95
746,2004-09-09,"[1, 8, 11, 14, 17, 18, 26, 27, 28, 38, 45, 47, 55, 59, 84, 87, 88, 92, 94, 99]",01-08-11-14-17-18-26-27-28-38-45-47-55-59-84-87-88-92-94-99,17512189,0,23,299,1305,13987,4,1,8,11,14,17,18,26,27,28,38,45,47,55,59,84,87,88,92,94,99
747,2004-09-11,"[7, 13, 14, 15, 16, 20, 21, 31, 34, 40, 52, 57, 63, 67, 70, 76, 81, 93, 94, 97]",07-13-14-15-16-20-21-31-34-40-52-57-63-67-70-76-81-93-94-97,10108711,1,17,54,1431,12334,7,7,13,14,15,16,20,21,31,34,40,52,57,63,67,70,76,81,93,94,97
748,2004-09-14,"[12, 14, 19, 20, 23, 25, 30, 33, 35, 36, 46, 60, 65, 66, 67, 76, 82, 88, 89, 92]",12-14-19-20-23-25-30-33-35-36-46-60-65-66-67-76-82-88-89-92,14035139,0,22,183,1813,6542,8,12,14,19,20,23,25,30,33,35,36,46,60,65,66,67,76,82,88,89,92
749,2004-09-16,"[1, 4, 7, 11, 13, 14, 24, 25, 34, 41, 47, 51, 67, 68, 69, 76, 79, 82, 86, 99]",01-04-07-11-13-14-24-25-34-41-47-51-67-68-69-76-79-82-86-99,17531989,2,30,84,907,8124,5,1,4,7,11,13,14,24,25,34,41,47,51,67,68,69,76,79,82,86,99
750,2004-09-18,"[2, 9, 10, 12, 17, 24, 25, 27, 37, 39, 40, 43, 63, 71, 72, 76, 78, 89, 97, 99]",02-09-10-12-17-24-25-27-37-39-40-43-63-71-72-76-78-89-97-99,8369442,3,32,52,1734,11354,6,2,9,10,12,17,24,25,27,37,39,40,43,63,71,72,76,78,89,97,99
751,2004-09-20,"[0, 5, 17, 29, 31, 38, 44, 45, 48, 49, 50, 55, 58, 65, 70, 71, 72, 79, 84, 89]",00-05-17-29-31-38-44-45-48-49-50-55-58-65-70-71-72-79-84-89,9807368,2,16,173,1677,13117,8,0,5,17,29,31,38,44,45,48,49,50,55,58,65,70,71,72,79,84,89
752,2004-09-23,"[0, 15, 20, 29, 34, 38, 39, 47, 48, 49, 50, 52, 56, 63, 82, 90, 91, 93, 94, 99]",00-15-20-29-34-38-39-47-48-49-50-52-56-63-82-90-91-93-94-99,10015686,1,9,125,1212,7025,5,0,15,20,29,34,38,39,47,48,49,50,52,56,63,82,90,91,93,94,99
753,2004-09-25,"[6, 7, 11, 14, 17, 32, 34, 38, 54, 60, 64, 78, 81, 82, 84, 87, 88, 91, 93, 96]",06-07-11-14-17-32-34-38-54-60-64-78-81-82-84-87-88-91-93-96,13229871,3,13,280,741,13232,2,6,7,11,14,17,32,34,38,54,60,64,78,81,82,84,87,88,91,93,96
754,2004-09-27,"[7, 9, 21, 25, 31, 34, 35, 37, 41, 43, 50, 51, 54, 61, 68, 75, 85, 87, 96, 97]",07-09-21-25-31-34-35-37-41-43-50-51-54-61-68-75-85-87-96-97,7055286,0,14,297,873,14754,3,7,9,21,25,31,34,35,37,41,43,50,51,54,61,68,75,85,87,96,97
755,2004-09-30,"[0, 2, 4, 18, 23, 28, 33, 36, 37, 38, 41, 44, 47, 59, 61, 83, 84, 88, 92, 98]",00-02-04-18-23-28-33-36-37-38-41-44-47-59-61-83-84-88-92-98,9786973,2,15,248,1947,5157,4,0,2,4,18,23,28,33,36,37,38,41,44,47,59,61,83,84,88,92,98
756,2004-10-02,"[5, 10, 15, 16, 17, 20, 22, 25, 29, 36, 37, 38, 41, 42, 54, 63, 65, 85, 86, 90]",05-10-15-16-17-20-22-25-29-36-37-38-41-42-54-63-65-85-86-90,10827207,2,17,85,1997,14293,6,5,10,15,16,17,20,22,25,29,36,37,38,41,42,54,63,65,85,86,90
757,2004-10-04,"[3, 18, 21, 24, 28, 38, 43, 47, 49, 56, 63, 64, 69, 72, 80, 81, 87, 91, 94, 95]",03-18-21-24-28-38-43-47-49-56-63-64-69-72-80-81-87-91-94-95,17699148,0,47,56,927,10420,2,3,18,21,24,28,38,43,47,49,56,63,64,69,72,80,81,87,91,94,95
758,2004-10-07,"[3, 4, 11, 23, 26, 36, 37, 40, 46, 47, 48, 57, 68, 70, 71, 72, 73, 78, 82, 97]",03-04-11-23-26-36-37-40-46-47-48-57-68-70-71-72-73-78-82-97,10883237,3,40,212,728,13143,2,3,4,11,23,26,36,37,40,46,47,48,57,68,70,71,72,73,78,82,97
759,2004-10-09,"[9, 12, 13, 16, 21, 36, 42, 46, 62, 64, 67, 75, 76, 78, 81, 84, 87, 90, 91, 96]",09-12-13-16-21-36-42-46-62-64-67-75-76-78-81-84-87-90-91-96,8753322,3,46,188,1126,13922,9,9,12,13,16,21,36,42,46,62,64,67,75,76,78,81,84,87,90,91,96
760,2004-10-11,"[0, 4, 19, 20, 22, 25, 34, 44, 46, 56, 57, 60, 62, 64, 70, 71, 77, 84, 87, 99]",00-04-19-20-22-25-34-44-46-56-57-60-62-64-70-71-77-84-87-99,16873331,1,22,89,577,9383,4,0,4,19,20,22,25,34,44,46,56,57,60,62,64,70,71,77,84,87,99
761,2004-10-13,"[4, 18, 27, 34, 41, 54, 57, 58, 63, 67, 71, 80, 81, 87, 88, 89, 90, 91, 93, 95]",04-18-27-34-41-54-57-58-63-67-71-80-81-87-88-89-90-91-93-95,17013719,0,11,299,980,9293,6,4,18,27,34,41,54,57,58,63,67,71,80,81,87,88,89,90,91,93,95
762,2004-10-16,"[7, 14, 16, 26, 30, 37, 38, 39, 43, 47, 54, 60, 63, 72, 82, 85, 86, 90, 94, 96]",07-14-16-26-30-37-38-39-43-47-54-60-63-72-82-85-86-90-94-96,7322986,0,43,103,1864,12614,5,7,14,16,26,30,37,38,39,43,47,54,60,63,72,82,85,86,90,94,96
763,2004-10-18,"[0, 4, 8, 11, 12, 26, 37, 38, 46, 58, 68, 70, 73, 74, 83, 84, 85, 95, 96, 97]",00-04-08-11-12-26-37-38-46-58-68-70-73-74-83-84-85-95-96-97,14576267,1,21,172,1127,10980,4,0,4,8,11,12,26,37,38,46,58,68,70,73,74,83,84,85,95,96,97
764,2004-10-20,"[23, 24, 31, 33, 48, 50, 51, 54, 56, 63, 65, 66, 67, 68, 75, 88, 89, 92, 93, 94]",23-24-31-33-48-50-51-54-56-63-65-66-67-68-75-88-89-92-93-94,7866437,3,46,144,1418,8269,10,23,24,31,33,48,50,51,54,56,63,65,66,67,68,75,88,89,92,93,94
765,2004-10-23,"[7, 14, 16, 24, 40, 41, 49, 57, 58, 63, 66, 69, 71, 77, 78, 87, 89, 91, 96, 99]",07-14-16-24-40-41-49-57-58-63-66-69-71-77-78-87-89-91-96-99,5392045,0,46,104,611,6237,9,7,14,16,24,40,41,49,57,58,63,66,69,71,77,78,87,89,91,96,99
766,2004-10-25,"[1, 8, 15, 18, 25, 30, 35, 42, 50, 52, 56, 59, 62, 73, 80, 84, 85, 89, 95, 97]",01-08-15-18-25-30-35-42-50-52-56-59-62-73-80-84-85-89-95-97,8525940,1,24,197,1429,6028,10,1,8,15,18,25,30,35,42,50,52,56,59,62,73,80,84,85,89,95,97
767,2004-10-27,"[15, 18, 25, 26, 33, 34, 35, 37, 46, 49, 50, 51, 66, 75, 83, 85, 86, 90, 95, 99]",15-18-25-26-33-34-35-37-46-49-50-51-66-75-83-85-86-90-95-99,12388453,0,26,263,1582,5385,6,15,18,25,26,33,34,35,37,46,49,50,51,66,75,83,85,86,90,95,99
768,2004-10-30,"[5, 7, 8, 22, 23, 26, 34, 36, 46, 51, 54, 57, 65, 68, 73, 83, 84, 90, 96, 97]",05-07-08-22-23-26-34-36-46-51-54-57-65-68-73-83-84-90-96-97,9518610,1,12,100,1204,11561,9,5,7,8,22,23,26,34,36,46,51,54,57,65,68,73,83,84,90,96,97
769,2004-11-01,"[1, 12, 15, 21, 23, 30, 32, 49, 58, 59, 60, 68, 70, 73, 82, 83, 86, 89, 93, 95]",01-12-15-21-23-30-32-49-58-59-60-68-70-73-82-83-86-89-93-95,10107388,1,34,132,1679,14824,10,1,12,15,21,23,30,32,49,58,59,60,68,70,73,82,83,86,89,93,95
770,2004-11-03,"[5, 13, 18, 24, 31, 36, 47, 51, 53, 59, 63, 66, 74, 75, 86, 88, 91, 92, 94, 97]",05-13-18-24-31-36-47-51-53-59-63-66-74-75-86-88-91-92-94-97,5742585,2,7,77,1429,10282,7,5,13,18,24,31,36,47,51,53,59,63,66,74,75,86,88,91,92,94,97
771,2004-11-05,"[3, 9, 11, 16, 24, 28, 36, 42, 44, 47, 52, 53, 62, 70, 82, 83, 85, 88, 91, 97]",03-09-11-16-24-28-36-42-44-47-52-53-62-70-82-83-85-88-91-97,11628542,1,21,169,1905,13197,2,3,9,11,16,24,28,36,42,44,47,52,53,62,70,82,83,85,88,91,97
772,2004-11-08,"[6, 8, 9, 10, 22, 27, 28, 29, 34, 45, 48, 54, 57, 59, 65, 66, 74, 77, 82, 94]",06-08-09-10-22-27-28-29-34-45-48-54-57-59-65-66-74-77-82-94,12087846,2,10,166,1861,12550,6,6,8,9,10,22,27,28,29,34,45,48,54,57,59,65,66,74,77,82,94
773,2004-11-10,"[2, 9, 13, 14, 16, 26, 28, 29, 33, 38, 43, 45, 57, 58, 63, 64, 65, 75, 77, 92]",02-09-13-14-16-26-28-29-33-38-43-45-57-58-63-64-65-75-77-92,13727458,0,40,230,844,11415,5,2,9,13,14,16,26,28,29,33,38,43,45,57,58,63,64,65,75,77,92
774,2004-11-12,"[0, 5, 9, 10, 20, 24, 31, 36, 40, 45, 48, 50, 61, 69, 72, 78, 89, 90, 96, 97]",00-05-09-10-20-24-31-36-40-45-48-50-61-69-72-78-89-90-96-97,13250295,0,28,116,688,8368,3,0,5,9,10,20,24,31,36,40,45,48,50,61,69,72,78,89,90,96,97
775,2004-11-15,"[0, 4, 19, 33, 42, 44, 46, 54, 59, 62, 64, 70, 71, 79, 86, 88, 89, 94, 97, 99]",00-04-19-33-42-44-46-54-59-62-64-70-71-79-86-88-89-94-97-99,18533239,0,6,200,980,13157,6,0,4,19,33,42,44,46,54,59,62,64,70,71,79,86,88,89,94,97,99
776,2004-11-17,"[13, 17, 26, 43, 45, 47, 55, 59, 61, 66, 69, 72, 74, 77, 78, 82, 83, 90, 92, 95]",13-17-26-43-45-47-55-59-61-66-69-72-74-77-78-82-83-90-92-95,10276395,3,36,225,1899,7682,4,13,17,26,43,45,47,55,59,61,66,69,72,74,77,78,82,83,90,92,95
777,2004-11-19,"[3, 5, 8, 11, 20, 40, 46, 53, 58, 61, 64, 68, 69, 71, 73, 74, 76, 84, 86, 98]",03-05-08-11-20-40-46-53-58-61-64-68-69-71-73-74-76-84-86-98,8067835,0,35,224,1955,11601,6,3,5,8,11,20,40,46,53,58,61,64,68,69,71,73,74,76,84,86,98
778,2004-11-22,"[13, 15, 16, 21, 25, 29, 33, 39, 44, 49, 50, 51, 55, 64, 66, 68, 70, 75, 82, 87]",13-15-16-21-25-29-33-39-44-49-50-51-55-64-66-68-70-75-82-87,13545922,1,34,77,689,10520,6,13,15,16,21,25,29,33,39,44,49,50,51,55,64,66,68,70,75,82,87
779,2004-11-24,"[14, 25, 34, 39, 43, 45, 47, 55, 58, 64, 75, 76, 79, 82, 83, 84, 87, 91, 92, 98]",14-25-34-39-43-45-47-55-58-64-75-76-79-82-83-84-87-91-92-98,11149318,1,32,115,853,6556,9,14,25,34,39,43,45,47,55,58,64,75,76,79,82,83,84,87,91,92,98
780,2004-11-26,"[1, 9, 14, 17, 19, 22, 31, 34, 36, 41, 44, 50, 53, 54, 60, 63, 69, 72, 77, 92]",01-09-14-17-19-22-31-34-36-41-44-50-53-54-60-63-69-72-77-92,12512320,1,50,213,1196,6260,8,1,9,14,17,19,22,31,34,36,41,44,50,53,54,60,63,69,72,77,92
781,2004-11-28,"[1, 8, 17, 19, 23, 24, 26, 28, 30, 33, 49, 51, 59, 64, 69, 73, 88, 90, 94, 97]",01-08-17-19-23-24-26-28-30-33-49-51-59-64-69-73-88-90-94-97,14018092,0,40,185,887,9328,4,1,8,17,19,23,24,26,28,30,33,49,51,59,64,69,73,88,90,94,97
782,2004-12-01,"[2, 3, 7, 8, 9, 13, 17, 24, 31, 39, 41, 53, 61, 63, 69, 75, 78, 80, 86, 97]",02-03-07-08-09-13-17-24-31-39-41-53-61-63-69-75-78-80-86-97,12818250,3,25,282,892,12012,6,2,3,7,8,9,13,17,24,31,39,41,53,61,63,69,75,78,80,86,97
783,2004-12-03,"[12, 16, 18, 25, 36, 48, 50, 56, 57, 58, 59, 64, 66, 70, 75, 76, 85, 89, 94, 97]",12-16-18-25-36-48-50-56-57-58-59-64-66-70-75-76-85-89-94-97,19920132,1,8,131,1044,7788,8,12,16,18,25,36,48,50,56,57,58,59,64,66,70,75,76,85,89,94,97
784,2004-12-05,"[2, 3, 16, 22, 23, 25, 30, 35, 53, 54, 56, 57, 65, 72, 75, 80, 86, 90, 91, 98]",02-03-16-22-23-25-30-35-53-54-56-57-65-72-75-80-86-90-91-98,19001903,0,13,100,927,12918,6,2,3,16,22,23,25,30,35,53,54,56,57,65,72,75,80,86,90,91,98
785,2004-12-08,"[0, 2, 8, 20, 25, 37, 45, 52, 53, 55, 64, 67, 73, 76, 78, 79, 83, 85, 93, 99]",00-02-08-20-25-37-45-52-53-55-64-67-73-76-78-79-83-85-93-99,18446592,2,37,112,796,8237,4,0,2,8,20,25,37,45,52,53,55,64,67,73,76,78,79,83,85,93,99
786,2004-12-10,"[3, 9, 11, 15, 16, 18, 23, 25, 29, 31, 41, 50, 52, 63, 67, 74, 79, 81, 91, 97]",03-09-11-15-16-18-23-25-29-31-41-50-52-63-67-74-79-81-91-97,12541081,2,18,286,1339,5033,2,3,9,11,15,16,18,23,25,29,31,41,50,52,63,67,74,79,81,91,97
787,2004-12-12,"[7, 12, 15, 19, 29, 32, 37, 39, 61, 68, 71, 81, 83, 85, 90, 91, 92, 95, 96, 98]",07-12-15-19-29-32-37-39-61-68-71-81-83-85-90-91-92-95-96-98,13998413,2,49,122,1546,5302,6,7,12,15,19,29,32,37,39,61,68,71,81,83,85,90,91,92,95,96,98
788,2004-12-15,"[2, 9, 12, 13, 15, 24, 29, 35, 36, 39, 48, 49, 50, 61, 69, 72, 84, 89, 90, 92]",02-09-12-13-15-24-29-35-36-39-48-49-50-61-69-72-84-89-90-92,5640456,0,32,226,1991,5557,6,2,9,12,13,15,24,29,35,36,39,48,49,50,61,69,72,84,89,90,92
789,2004-12-17,"[10, 14, 18, 21, 22, 25, 27, 39, 41, 45, 69, 73, 76, 79, 83, 88, 93, 94, 95, 96]",10-14-18-21-22-25-27-39-41-45-69-73-76-79-83-88-93-94-95-96,8625777,0,28,296,1001,7754,3,10,14,18,21,22,25,27,39,41,45,69,73,76,79,83,88,93,94,95,96
790,2004-12-19,"[1, 7, 15, 21, 36, 40, 42, 48, 50, 64, 66, 67, 71, 73, 75, 84, 92, 94, 96, 98]",01-07-15-21-36-40-42-48-50-64-66-67-71-73-75-84-92-94-96-98,16102651,0,48,226,1532,11529,3,1,7,15,21,36,40,42,48,50,64,66,67,71,73,75,84,92,94,96,98
791,2004-12-21,"[4, 16, 17, 18, 21, 22, 28, 39, 44, 57, 59, 64, 70, 79, 83, 87, 94, 96, 97, 98]",04-16-17-18-21-22-28-39-44-57-59-64-70-79-83-87-94-96-97-98,12421426,0,36,57,764,8839,7,4,16,17,18,21,22,28,39,44,57,59,64,70,79,83,87,94,96,97,98
792,2004-12-24,"[20, 23, 28, 29, 32, 37, 40, 42, 44, 50, 55, 58, 76, 77, 79, 89, 92, 94, 96, 97]",20-23-28-29-32-37-40-42-44-50-55-58-76-77-79-89-92-94-96-97,13434225,0,11,215,1587,7815,4,20,23,28,29,32,37,40,42,44,50,55,58,76,77,79,89,92,94,96,97
793,2004-12-26,"[11, 17, 18, 20, 23, 37, 42, 48, 52, 56, 60, 61, 62, 67, 70, 78, 79, 84, 85, 94]",11-17-18-20-23-37-42-48-52-56-60-61-62-67-70-78-79-84-85-94,8978411,3,5,122,1986,10021,9,11,17,18,20,23,37,42,48,52,56,60,61,62,67,70,78,79,84,85,94
794,2004-12-28,"[1, 13, 17, 22, 32, 38, 39, 43, 44, 45, 51, 54, 58, 62, 66, 68, 70, 75, 84, 90]",01-13-17-22-32-38-39-43-44-45-51-54-58-62-66-68-70-75-84-90,11959192,0,31,233,1413,7023,2,1,13,17,22,32,38,39,43,44,45,51,54,58,62,66,68,70,75,84,90
795,2004-12-31,"[5, 6, 13, 17, 21, 22, 27, 29, 33, 35, 43, 44, 45, 55, 56, 63, 89, 92, 96, 97]",05-06-13-17-21-22-27-29-33-35-43-44-45-55-56-63-89-92-96-97,14463845,2,9,185,1843,10469,3,5,6,13,17,21,22,27,29,33,35,43,44,45,55,56,63,89,92,96,97
796,2005-01-02,"[1, 5, 7, 12, 15, 18, 23, 28, 34, 51, 64, 66, 67, 69, 74, 81, 84, 87, 92, 93]",01-05-07-12-15-18-23-28-34-51-64-66-67-69-74-81-84-87-92-93,16402037,3,40,85,626,8509,3,1,5,7,12,15,18,23,28,34,51,64,66,67,69,74,81,84,87,92,93
797,2005-01-04,"[15, 27, 37, 39, 41, 45, 46, 48, 49, 51, 53, 67, 74, 76, 79, 80, 81, 89, 96, 97]",15-27-37-39-41-45-46-48-49-51-53-67-74-76-79-80-81-89-96-97,18782055,2,22,257,1736,5609,5,15,27,37,39,41,45,46,48,49,51,53,67,74,76,79,80,81,89,96,97
798,2005-01-07,"[2, 18, 26, 28, 38, 41, 42, 45, 49, 59, 63, 65, 66, 72, 74, 78, 90, 92, 93, 98]",02-18-26-28-38-41-42-45-49-59-63-65-66-72-74-78-90-92-93-98,16618379,2,8,278,1591,6443,6,2,18,26,28,38,41,42,45,49,59,63,65,66,72,74,78,90,92,93,98
799,2005-01-09,"[8, 14, 16, 21, 32, 36, 43, 44, 49, 52, 53, 54, 56, 59, 67, 73, 83, 87, 91, 92]",08-14-16-21-32-36-43-44-49-52-53-54-56-59-67-73-83-87-91-92,5118703,3,46,130,1241,7670,4,8,14,16,21,32,36,43,44,49,52,53,54,56,59,67,73,83,87,91,92
800,2005-01-11,"[3, 4, 13, 16, 28, 31, 36, 37, 40, 46, 49, 56, 66, 75, 81, 86, 89, 90, 93, 98]",03-04-13-16-28-31-36-37-40-46-49-56-66-75-81-86-89-90-93-98,16998473,3,33,261,522,7753,8,3,4,13,16,28,31,36,37,40,46,49,56,66,75,81,86,89,90,93,98
801,2005-01-13,"[1, 3, 4, 9, 13, 15, 16, 20, 23, 24, 25, 28, 51, 63, 67, 71, 85, 95, 97, 98]",01-03-04-09-13-15-16-20-23-24-25-28-51-63-67-71-85-95-97-98,11105440,1,49,51,1006,7021,3,1,3,4,9,13,15,16,20,23,24,25,28,51,63,67,71,85,95,97,98
802,2005-01-16,"[7, 14, 15, 19, 20, 23, 26, 27, 29, 33, 38, 48, 51, 62, 63, 66, 72, 75, 79, 86]",07-14-15-19-20-23-26-27-29-33-38-48-51-62-63-66-72-75-79-86,13842862,3,42,109,1062,6809,6,7,14,15,19,20,23,26,27,29,33,38,48,51,62,63,66,72,75,79,86
803,2005-01-18,"[3, 10, 14, 35, 39, 40, 44, 49, 50, 52, 57, 61, 62, 65, 66, 68, 73, 76, 85, 90]",03-10-14-35-39-40-44-49-50-52-57-61-62-65-66-68-73-76-85-90,5791863,3,20,175,670,7052,7,3,10,14,35,39,40,44,49,50,52,57,61,62,65,66,68,73,76,85,90
804,2005-01-20,"[1, 6, 13, 14, 16, 17, 23, 29, 30, 34, 35, 39, 41, 58, 60, 62, 63, 71, 91, 97]",01-06-13-14-16-17-23-29-30-34-35-39-41-58-60-62-63-71-91-97,7002814,2,38,84,1320,14058,8,1,6,13,14,16,17,23,29,30,34,35,39,41,58,60,62,63,71,91,97
805,2005-01-23,"[1, 2, 4, 11, 12, 17, 28, 32, 34, 36, 42, 44, 54, 68, 74, 81, 83, 85, 94, 97]",01-02-04-11-12-17-28-32-34-36-42-44-54-68-74-81-83-85-94-97,18212495,0,24,280,728,14208,8,1,2,4,11,12,17,28,32,34,36,42,44,54,68,74,81,83,85,94,97
806,2005-01-25,"[0, 1, 7, 9, 21, 23, 24, 25, 27, 33, 40, 43, 61, 65, 67, 68, 73, 78, 81, 88]",00-01-07-09-21-23-24-25-27-33-40-43-61-65-67-68-73-78-81-88,17890676,3,30,276,1424,7571,3,0,1,7,9,21,23,24,25,27,33,40,43,61,65,67,68,73,78,81,88
807,2005-01-27,"[13, 14, 15, 18, 21, 36, 38, 44, 48, 50, 61, 62, 74, 82, 83, 84, 92, 94, 95, 97]",13-14-15-18-21-36-38-44-48-50-61-62-74-82-83-84-92-94-95-97,13560972,0,7,138,1810,12655,10,13,14,15,18,21,36,38,44,48,50,61,62,74,82,83,84,92,94,95,97
808,2005-01-30,"[8, 9, 10, 18, 28, 30, 31, 42, 45, 46, 47, 50, 53, 57, 59, 61, 79, 84, 86, 92]",08-09-10-18-28-30-31-42-45-46-47-50-53-57-59-61-79-84-86-92,5462127,2,18,256,1979,14888,4,8,9,10,18,28,30,31,42,45,46,47,50,53,57,59,61,79,84,86,92
809,2005-02-01,"[9, 21, 24, 26, 38, 41, 44, 47, 49, 51, 55, 57, 60, 62, 67, 69, 70, 83, 87, 90]",09-21-24-26-38-41-44-47-49-51-55-57-60-62-67-69-70-83-87-90,11186051,3,48,92,578,13593,2,9,21,24,26,38,41,44,47,49,51,55,57,60,62,67,69,70,83,87,90
810,2005-02-03,"[1, 6, 20, 42, 44, 46, 52, 55, 56, 57, 59, 60, 63, 70, 71, 73, 80, 87, 95, 97]",01-06-20-42-44-46-52-55-56-57-59-60-63-70-71-73-80-87-95-97,18167548,1,42,255,669,10628,2,1,6,20,42,44,46,52,55,56,57,59,60,63,70,71,73,80,87,95,97
811,2005-02-05,"[2, 10, 11, 16, 18, 24, 25, 33, 37, 39, 48, 54, 58, 59, 61, 67, 77, 81, 84, 94]",02-10-11-16-18-24-25-33-37-39-48-54-58-59-61-67-77-81-84-94,5574843,0,19,294,1828,12649,4,2,10,11,16,18,24,25,33,37,39,48,54,58,59,61,67,77,81,84,94
812,2005-02-08,"[1, 3, 11, 16, 24, 27, 33, 34, 40, 42, 49, 57, 63, 64, 72, 74, 81, 83, 94, 95]",01-03-11-16-24-27-33-34-40-42-49-57-63-64-72-74-81-83-94-95,19066399,0,14,67,1109,5463,2,1,3,11,16,24,27,33,34,40,42,49,57,63,64,72,74,81,83,94,95
813,2005-02-10,"[7, 9, 16, 19, 20, 23, 24, 28, 40, 45, 52, 53, 67, 72, 78, 84, 85, 88, 91, 93]",07-09-16-19-20-23-24-28-40-45-52-53-67-72-78-84-85-88-91-93,13469901,0,32,94,525,9461,6,7,9,16,19,20,23,24,28,40,45,52,53,67,72,78,84,85,88,91,93
814,2005-02-12,"[4, 9, 10, 12, 16, 27, 32, 33, 45, 49, 51, 55, 58, 71, 76, 78, 83, 88, 92, 97]",04-09-10-12-16-27-32-33-45-49-51-55-58-71-76-78-83-88-92-97,19677067,1,9,199,1268,8517,2,4,9,10,12,16,27,32,33,45,49,51,55,58,71,76,78,83,88,92,97
815,2005-02-15,"[1, 12, 18, 26, 30, 32, 35, 45, 46, 47, 48, 49, 53, 54, 55, 72, 76, 83, 84, 89]",01-12-18-26-30-32-35-45-46-47-48-49-53-54-55-72-76-83-84-89,15311627,2,18,190,1808,7277,4,1,12,18,26,30,32,35,45,46,47,48,49,53,54,55,72,76,83,84,89
816,2005-02-17,"[10, 11, 13, 38, 41, 43, 49, 59, 60, 66, 70, 71, 73, 77, 79, 87, 89, 92, 97, 99]",10-11-13-38-41-43-49-59-60-66-70-71-73-77-79-87-89-92-97-99,17494315,3,20,222,1185,7624,10,10,11,13,38,41,43,49,59,60,66,70,71,73,77,79,87,89,92,97,99
817,2005-02-19,"[5, 6, 8, 9, 18, 24, 26, 32, 38, 42, 48, 53, 54, 56, 63, 78, 81, 87, 89, 93]",05-06-08-09-18-24-26-32-38-42-48-53-54-56-63-78-81-87-89-93,17558133,3,17,229,1336,11648,6,5,6,8,9,18,24,26,32,38,42,48,53,54,56,63,78,81,87,89,93
818,2005-02-22,"[5, 7, 9, 13, 14, 19, 25, 26, 29, 32, 33, 46, 54, 56, 58, 68, 73, 81, 83, 96]",05-07-09-13-14-19-25-26-29-32-33-46-54-56-58-68-73-81-83-96,8237955,2,19,193,616,14730,9,5,7,9,13,14,19,25,26,29,32,33,46,54,56,58,68,73,81,83,96
